,category,headline,authors,link,short_description,date
11393,RELIGION,Repent And Believe In The Gospel! Over 300 Christian Theologians Challenge The Corruption Of U.S. Christianity,"Susan Thistlethwaite, ContributorI am a Professor of Theology and President Emerita of Chicago ...",https://www.huffingtonpost.com/entry/repent-and-believe-in-the-gospel-over-300-christian_us_5a13384fe4b08b00ba6732d2,"The Boston Declaration, condemning the abuse of the Christian faith by many conservatives today, was just written, signed",2017-11-20
11465,RELIGION,Roy Moore Is Guilty Of Abusing Girls And Religion,"James Zogby, ContributorPresident, Arab American Institute; Author, ""Arab Voices""",https://www.huffingtonpost.com/entry/roy-moore-guilty-of-abusing-girls-and-religion_us_5a0f64a2e4b023121e0e92af,Roy Moore is guilty of sex assault and abusing Christianity and language about God.,2017-11-18
11591,RELIGION,Pope Francis Condemns Growing Healthcare Inequality In Wealthy Countries,"Reuters Staff, Reuters",https://www.huffingtonpost.com/entry/pope-francis-healthcare-inequality-rich-countries_us_5a0da2b9e4b0c0b2f2f82b37,The pontiff said governments have a duty to protect everyone.,2017-11-16
11786,RELIGION,Hate Doesn’t Belong In Texas Courts — Or Anywhere Else,"Rev. Leslie Watson Malachi, ContributorDirector of African American Religious Affairs, People For the...",https://www.huffingtonpost.com/entry/hate-doesnt-belong-in-texas-courtsor-anywhere-else_us_5a0b69ffe4b06d8966cf3363,"Let me start by saying I am unapologetically Christian, pro-faith and progressive! It is because of my faith that “believe",2017-11-14
11811,RELIGION,Alabama Pastor Won't Believe Allegations Against Roy Moore Unless He Admits It Himself,Carol Kuruvilla,https://www.huffingtonpost.com/entry/alabama-pastor-roy-moore_us_5a0b2410e4b0b17ffce0aa7c,"""If he says he didn’t do it, I believe it,” Dr. Michael Allison said of the sexual assault accusations.",2017-11-14
11812,RELIGION,Alabama Clergy Supporting Roy Moore Shows Crisis In Christianity,"Rev. Dr. Chuck Currie, ContributorDirector of the Center for Peace and Spirituality and Universi...",https://www.huffingtonpost.com/entry/alabama-clergy-supporting-roy-moore-show-crisis-in_us_5a0a5590e4b0065239218392,Moore has been a problematic candidate from the start.,2017-11-14
11856,RELIGION,Texas Church Is Transformed Into Poignant Memorial For Mass Shooting Victims,Melissa Jeltsen,https://www.huffingtonpost.com/entry/texas-church-memorial-mass-shooting_us_5a08d090e4b05673aa5a04f0,Pews were replaced with 26 handcrafted chairs that marked where worshippers were slain.,2017-11-13
11947,RELIGION,'My Heart Breaks': Tearful Worshippers Reunite 1 Week After Texas Church Massacre,Melissa Jeltsen,https://www.huffingtonpost.com/entry/texas-church-service-massacre_us_5a07a3eee4b0e37d2f37d441,"Last Sunday, members of First Baptist Church were gunned down in their pews. This Sunday, survivors worshipped under a tent.",2017-11-12
12003,RELIGION,"As A Priest, Here's Why Thoughts And Prayers Are Not Enough","Rev Susan Russell, ContributorRev. Susan Russell is an Episcopal priest and activist from Pa...",https://www.huffingtonpost.com/entry/a-priest-reflects-on-why-thoughtsandprayersarenotenough_us_5a0733b3e4b0cc46c52e6af1,The critique is not their prayers.,2017-11-11
12156,RELIGION,Guns And Prayers,"Kerry Walters, ContributorProfessor Emeritus of Philosophy, Gettysburg College; Catholic...",https://www.huffingtonpost.com/entry/guns-prayers_us_5a043f92e4b0204d0c171492,Talk is cheap. But not all prayer is.,2017-11-09
12216,RELIGION,Americans Who Identify As Spiritual Feel More Gratitude And Life Satisfaction,Antonia Blumberg,https://www.huffingtonpost.com/entry/american-spirituality-survey-life-satisfaction_us_59fcd75be4b0baea2631c34e,A new report finds that even religion doesn't guarantee life satisfaction if it isn't undergirded by spirituality.,2017-11-08
12285,RELIGION,Bullied For Wearing A Turban,"Helga Luest, M.A., ContributorExpert on Trauma Informed Approaches & Violence Prevention; Ad...",https://www.huffingtonpost.com/entry/the-harmful-effects-of-bullying-on-sikh-american-children_us_5a03887fe4b0204d0c17140f,"Bullying in America is a serious public health concern, with one in five schoolchildren experiencing the negative consequences",2017-11-08
12409,RELIGION,Episcopal Bishops Challenge Idolatry Of Violence,"Rev Susan Russell, ContributorRev. Susan Russell is an Episcopal priest and activist from Pa...",https://www.huffingtonpost.com/entry/episcopal-bishops-challenge-idolatry-of-violence_us_5a00ac30e4b076eaaae271dc,"In the wake of yet another horrific outbreak of gun violence — this time in Sutherland Springs, Texas — trending hashtags",2017-11-06
12640,RELIGION,I Say Allahu Akbar. I Am Not A Terrorist.,"Karim Shamsi-Basha, ContributorArab-American, American-Arab, Writer, Photographer, Lover of m...",https://www.huffingtonpost.com/entry/i-say-allahu-akbar-i-am-not-a-terrorist_us_59fc6d71e4b01ec0dede4144,Any religious book can be misunderstood and misrepresented.,2017-11-03
12779,RELIGION,Even Pope Francis Falls Asleep Sometimes While He's Praying,Antonia Blumberg,https://www.huffingtonpost.com/entry/even-pope-francis-falls-asleep-sometimes-while-hes-praying_us_59fa5176e4b01b4740481c34,😴  😴  😴,2017-11-01
12804,RELIGION,Progressive Christians: It's Ok To Take Our Denominations Seriously,"Peter Henne, ContributorAssistant Professor at the University of Vermont",https://www.huffingtonpost.com/entry/progressive-christians-its-ok-to-take-our-denominations_us_59fa15d6e4b09afdf01c3fd6,"At one Lutheran church I attended in DC, the pastor sat down with new members and said denominational differences don’t matter",2017-11-01
12837,RELIGION,Why Do Religious Immigrant Communities Protect Predators?,"Christal Ann George, ContributorTheology Student & Children's Minister",https://www.huffingtonpost.com/entry/why-do-religious-immigrant-communities-protect-predators_us_59f8cb2ee4b0de896d3f2be7,"It was a normal Sunday, nothing that would make it stand out from the 100s of other Sundays that came before it. But on that",2017-10-31
13324,RELIGION,Network Faces Backlash After Putting White Woman In 'Brownface' To Appear Muslim,Carol Kuruvilla,https://www.huffingtonpost.com/entry/british-producer-defends-putting-white-woman-in-brownface-for-muslim-documentary_us_59ee0c9fe4b00f0861a05003,The documentary aimed to portray the experience of being Muslim in the UK.,2017-10-25
13435,RELIGION,The Marin California Church That Opened Its Doors (Even) For My Family,"Amy Aves Challenger, ContributorWriter, artist, mom",https://www.huffingtonpost.com/entry/the-marin-california-church-that-opened-its-doors-even_us_59ef3290e4b06bbede69b39a,"“Everyone has problems,” I hear. Then why must we feel so alone in them? I wonder. Like the recent devastating fires in Northern",2017-10-24
13573,RELIGION,Dear Aleksandra Cybulska,"David Harris, ContributorAJC Chief Executive Officer, Edward and Sandra Meyer Office of...",https://www.huffingtonpost.com/entry/dear-aleksandra-cybulska_us_59ed2386e4b02c6e3c609c33,"I just read about your designation as a Righteous Among the Nations by Yad Vashem, the Jerusalem-based Holocaust museum and",2017-10-22
13641,RELIGION,We Can And Must Win For Children!,"Marian Wright Edelman, ContributorPresident, Children's Defense Fund",https://www.huffingtonpost.com/entry/we-can-and-must-win-for-children_us_59ea68f0e4b02c6e3c609ad2,The Trump administration is behaving in ways that will imperil American children for years to come.,2017-10-20
13642,RELIGION,Jesus And Politics,"Jake Owensby, ContributorBishop of Western Louisiana",https://www.huffingtonpost.com/entry/jesus-and-politics_us_59ea4416e4b02c6e3c609a96,"Some Christians are making political commitments that Jesus would hesitate to call, well, Christian. Let me explain by way",2017-10-20
13798,RELIGION,#MeToo: Exposing The Heresy Of Twisting Scripture To Encourage Women To Endure Abuse,"Christina Forrester, ContributorFounder and Director of Christian Democrats of America",https://www.huffingtonpost.com/entry/metoo-exposing-the-heresy-of-twisting-scripture-to_us_59e80a17e4b0432b8c11ec9f,I personally know of dozens of women who stayed in relationships because of this kind of gross manipulation.,2017-10-19
13803,RELIGION,Two Sex Educators On Confronting Taboo Topics In The Classroom,Antonia Blumberg,https://www.huffingtonpost.com/entry/two-sex-educators-on-confronting-taboo-topics-in-the-classroom_us_59b71060e4b027c149e1b7db,"Hundreds of miles apart, educators Emily Feher and Melanie Lucash aren't shying away from sticky subjects.",2017-10-19
14081,RELIGION,Kumail Nanjiani's 'SNL' Monologue Somehow Hilariously Skewers Islamophobia,David Moye,https://www.huffingtonpost.com/entry/kumail-nanjiani-snl-monologue-islamophobia_us_59e50599e4b02a215b32299a,"Nanjiani says Islamophobia is currently ""having a moment"" -- like ""Will And Grace.""",2017-10-16
14202,RELIGION,Trump Threatens Both Nuclear War And The First Amendment,"Jim Wallis, ContributorChristian leader for social change; President and Founder @Soj...",https://www.huffingtonpost.com/entry/trump-threatens-both-nuclear-war-and-the-first-amendment_us_59e0f758e4b02e99c58355fd,It is time for Christian concern to step in here.,2017-10-13
14545,RELIGION,The God Of CSI: Las Vegas,"Marty Kaplan, Guest WriterGuest Writer",https://www.huffingtonpost.com/entry/the-god-of-csi-las-vegas_us_59dbc58ee4b0a1bb90b83019,"Means, motive, opportunity. For detectives, nailing down those is the perp trifecta. In Las Vegas, the forensic postmortem",2017-10-09
14603,RELIGION,Faith Leaders Fight Back Against Trump's Attack On Birth Control,"Rev Susan Russell, ContributorRev. Susan Russell is an Episcopal priest and activist from Pa...",https://www.huffingtonpost.com/entry/faith-leaders-fight-back-against-trump-attack-on-birth_us_59dbb5b7e4b0a1bb90b83007,"In my faith tradition, among our core values are “strive for justice and respect the dignity of every human being.” The ability",2017-10-09
14795,RELIGION,Here's How To Celebrate The Halloween Season Like An Actual Witch,Antonia Blumberg,https://www.huffingtonpost.com/entry/samhain-halloween_us_59d571cfe4b0380b6c9a239d,"It's called Samhain, and it's coming to smash the patriarchy.",2017-10-06
14820,RELIGION,Automatic Sins,"Kerry Walters, ContributorProfessor Emeritus of Philosophy, Gettysburg College; Catholic...",https://www.huffingtonpost.com/entry/automatic-sins_us_59d60ba1e4b03384c43e5852,"Owning one of these instruments of death, given the havoc they’re capable of inflicting, is an affront to God.",2017-10-05
14988,RELIGION,On Balancing Prayer And Action After National Tragedies,Carol Kuruvilla,https://www.huffingtonpost.com/entry/prayer-and-thoughts-las-vegas-shootings_us_59d4e8cee4b0218923e6c92a,"""If we don’t as a society remove the things that are causing needless suffering over and over again, we’ve lost our moral and religious leadership.""",2017-10-04
15065,RELIGION,Our Great God Gun,"Susan Thistlethwaite, ContributorI am a Professor of Theology and President Emerita of Chicago ...",https://www.huffingtonpost.com/entry/our-great-god-gun_us_59d2e537e4b092b22a8e390f,What do you imagine God thinks of all the calls for prayers for the victims of the deadliest mass shooting in modern U.S,2017-10-03
15188,RELIGION,Roy Moore Is A Threat To Religious Liberty,"Susan M. Shaw, ContributorProfessor of Women, Gender, & Sexuality Studies, Oregon State ...",https://www.huffingtonpost.com/entry/roy-moore-is-a-threat-to-religious-liberty_us_59d1353de4b0f58902e5cd44,"On his Senate campaign website, Roy Moore says, “Religious liberty is the civil rights issue of our time.” But when Roy",2017-10-01
15436,RELIGION,How One Houston Synagogue Is Facing Yom Kippur After Hurricane Harvey,Carol Kuruvilla,https://www.huffingtonpost.com/entry/houston-synagogue-yom-kippur-hurricane-harvey_us_59cd2059e4b03b0879cfeff1,"On the Day of Atonement, members of the United Orthodox Synagogues will face a poignant time of reflection.",2017-09-28
15581,RELIGION,The Predictable Christian Backlash Against Taking A Knee,"Terry Heaton, ContributorRetired television executive; Author, 'The Gospel of Self: How...",https://www.huffingtonpost.com/entry/the-predictable-christian-backlash-against-taking-a_us_59c937dae4b08d661550449c,"The nature of protests against the government are disrespectful by intent, so the issue of the protest, not its nature, is what matters.",2017-09-26
15639,RELIGION,Guilty Of Good Grammar: You're Right And Your Right & ur rite,"Marty Kaplan, Guest WriterGuest Writer",https://www.huffingtonpost.com/entry/guilty-of-good-grammar-youre-right-and-your-right_us_59c97b6be4b0b7022a646d04,“You know the difference between ‘your’ and ‘you’re.’” That line shows up in a JDate profile. It’s from the section where,2017-09-25
15645,RELIGION,"The 15,000 Men And Women Of The Clergy Letter Project Support The First Amendment For All Americans, Including Athletes","Michael Zimmerman, ContributorFounder and Executive Director, The Clergy Letter Project",https://www.huffingtonpost.com/entry/the-15000-men-and-women-of-the-clergy-letter-project_us_59c9207ce4b0f2df5e83b029,"Although the First Amendment to the United States Constitution consists of only 107 words, it enshrines many critically important",2017-09-25
15663,RELIGION,Barbara Blaine Fought To Make The Church Safer For Children. She Will Be Missed.,"Celia Wexler, ContributorJournalist, feminist and nonfiction author, celiawexler.com",https://www.huffingtonpost.com/entry/barbara-blaine-fought-to-make-the-church-safer-for_us_59c917d4e4b0b7022a646c52,"On September 24, the world became a little poorer. Barbara Blaine, who to me embodied the Catholic social justice gospel",2017-09-25
15909,RELIGION,Confronting White Supremacy In Christianity As A Christian South Asian,"Brown Girl Magazine, ContributorBrown Girl is the premier publication tailored for the young m...",https://www.huffingtonpost.com/entry/confronting-white-supremacy-in-christianity-as-a-christian_us_59c51249e4b0f2df5e83ad9d,"by Serisha Iyar “Oh, really? I didn’t expect that…” a puzzled reaction plenty of people have had after realizing that I’m",2017-09-22
15991,RELIGION,Students Rejoice After Brigham Young University Begins Selling Caffeinated Soda,Melissa Jeltsen,https://www.huffingtonpost.com/entry/byu-selling-caffeinated-drinks_us_59c3edcae4b06f93538d2463,“BYU is about to get lit!”,2017-09-21
16108,RELIGION,Public Theology And Taylor Swift,"Rob Lee, ContributorPastor, Activist, Author",https://www.huffingtonpost.com/entry/public-theology-and-taylor-swift_us_59c16767e4b082fd4205ba55,It’s confession time: I’m a huge Taylor Swift fan. I’m starting to identify with her more now that I’ve been thrust into,2017-09-19
16121,RELIGION,The Christian Sideshow In Acts Of Terror,"Terry Heaton, ContributorRetired television executive; Author, 'The Gospel of Self: How...",https://www.huffingtonpost.com/entry/the-christian-sideshow-in-acts-of-terror_us_59bd4354e4b02c642e4a16f4,"By painting terrorist acts as “Islamic,” certain conservatives ping the religious zeal of their right-wing Christian followers.",2017-09-19
16137,RELIGION,"For Conservative Christians, Is Engagement A One-Way Street?","Peter Henne, ContributorAssistant Professor at the University of Vermont",https://www.huffingtonpost.com/entry/for-conservative-christians-is-engagement-a-one-way_us_59bec042e4b02c642e4a17b8,Conservative Christians frequently complain that progressives are intolerant of their views. We refuse to listen to them,2017-09-19
